job_id	job_name	kind	log_file	sbatch_file	evidence
6878	apex_eval_survival_utility_controller_v4_efficient__temp0p1_	TIME_LIMIT	slurm_logs/evaluation_jobs/apex_eval_survival_utility_controller_v4_efficient__temp0p1__6878.err		[2026-08-09T19:48:40.005] error: *** JOB 6878 ON ip-10-4-245-44 CANCELLED AT 2026-08-09T19:48:40 DUE TO TIME LIMIT ***
6879	apex_eval_survival_utility_controller_v4_efficient__temp0p1_	TIME_LIMIT	slurm_logs/evaluation_jobs/apex_eval_survival_utility_controller_v4_efficient__temp0p1__6879.err		[2026-08-09T19:48:40.004] error: *** JOB 6879 ON ip-10-4-249-246 CANCELLED AT 2026-08-09T19:48:40 DUE TO TIME LIMIT ***
6880	apex_eval_survival_utility_controller_v4_efficient__temp0p1_	TIME_LIMIT	slurm_logs/evaluation_jobs/apex_eval_survival_utility_controller_v4_efficient__temp0p1__6880.err		[2026-08-09T21:32:11.003] error: *** JOB 6880 ON ip-10-4-226-63 CANCELLED AT 2026-08-09T21:32:11 DUE TO TIME LIMIT ***
6881	apex_eval_survival_utility_controller_v4_efficient__temp0p5_	TIME_LIMIT	slurm_logs/evaluation_jobs/apex_eval_survival_utility_controller_v4_efficient__temp0p5__6881.err		[2026-08-09T22:14:41.004] error: *** JOB 6881 ON ip-10-4-244-188 CANCELLED AT 2026-08-09T22:14:41 DUE TO TIME LIMIT ***
6882	apex_eval_survival_utility_controller_v4_efficient__temp0p5_	TIME_LIMIT	slurm_logs/evaluation_jobs/apex_eval_survival_utility_controller_v4_efficient__temp0p5__6882.err		[2026-08-09T22:14:41.006] error: *** JOB 6882 ON ip-10-4-224-22 CANCELLED AT 2026-08-09T22:14:41 DUE TO TIME LIMIT ***
6883	apex_eval_survival_utility_controller_v4_efficient__temp0p5_	TIME_LIMIT	slurm_logs/evaluation_jobs/apex_eval_survival_utility_controller_v4_efficient__temp0p5__6883.err		[2026-08-09T22:14:41.005] error: *** JOB 6883 ON ip-10-4-228-28 CANCELLED AT 2026-08-09T22:14:41 DUE TO TIME LIMIT ***
6857	apex_eval_survival_utility_controller_v4_speed_first__temp0p	TIME_LIMIT	slurm_logs/evaluation_jobs/apex_eval_survival_utility_controller_v4_speed_first__temp0p_6857.err		[2026-08-08T10:14:28.006] error: *** JOB 6857 ON ip-10-4-244-188 CANCELLED AT 2026-08-08T10:14:28 DUE TO TIME LIMIT ***
6858	apex_eval_survival_utility_controller_v4_speed_first__temp0p	TIME_LIMIT	slurm_logs/evaluation_jobs/apex_eval_survival_utility_controller_v4_speed_first__temp0p_6858.err		[2026-08-08T10:14:28.004] error: *** JOB 6858 ON ip-10-4-224-22 CANCELLED AT 2026-08-08T10:14:28 DUE TO TIME LIMIT ***
6859	apex_eval_survival_utility_controller_v4_speed_first__temp0p	TIME_LIMIT	slurm_logs/evaluation_jobs/apex_eval_survival_utility_controller_v4_speed_first__temp0p_6859.err		[2026-08-08T10:14:28.006] error: *** JOB 6859 ON ip-10-4-254-219 CANCELLED AT 2026-08-08T10:14:28 DUE TO TIME LIMIT ***
6860	apex_eval_survival_utility_controller_v4_speed_first__temp0p	TIME_LIMIT	slurm_logs/evaluation_jobs/apex_eval_survival_utility_controller_v4_speed_first__temp0p_6860.err		[2026-08-08T10:14:28.007] error: *** JOB 6860 ON ip-10-4-228-28 CANCELLED AT 2026-08-08T10:14:28 DUE TO TIME LIMIT ***
6861	apex_eval_survival_utility_controller_v4_speed_first__temp0p	TIME_LIMIT	slurm_logs/evaluation_jobs/apex_eval_survival_utility_controller_v4_speed_first__temp0p_6861.err		[2026-08-08T13:15:58.004] error: *** JOB 6861 ON ip-10-4-225-127 CANCELLED AT 2026-08-08T13:15:58 DUE TO TIME LIMIT ***
6862	apex_eval_survival_utility_controller_v4_speed_first__temp0p	TIME_LIMIT	slurm_logs/evaluation_jobs/apex_eval_survival_utility_controller_v4_speed_first__temp0p_6862.err		[2026-08-08T13:15:58.005] error: *** JOB 6862 ON ip-10-4-236-132 CANCELLED AT 2026-08-08T13:15:58 DUE TO TIME LIMIT ***
6863	apex_eval_survival_utility_controller_v4_speed_first__temp0p	TIME_LIMIT	slurm_logs/evaluation_jobs/apex_eval_survival_utility_controller_v4_speed_first__temp0p_6863.err		[2026-08-08T22:14:32.006] error: *** JOB 6863 ON ip-10-4-244-188 CANCELLED AT 2026-08-08T22:14:32 DUE TO TIME LIMIT ***
6864	apex_eval_survival_utility_controller_v4_speed_first__temp0p	TIME_LIMIT	slurm_logs/evaluation_jobs/apex_eval_survival_utility_controller_v4_speed_first__temp0p_6864.err		[2026-08-08T22:14:32.006] error: *** JOB 6864 ON ip-10-4-224-22 CANCELLED AT 2026-08-08T22:14:32 DUE TO TIME LIMIT ***
6865	apex_eval_survival_utility_controller_v4_speed_first__temp0p	TIME_LIMIT	slurm_logs/evaluation_jobs/apex_eval_survival_utility_controller_v4_speed_first__temp0p_6865.err		[2026-08-08T22:14:32.006] error: *** JOB 6865 ON ip-10-4-254-219 CANCELLED AT 2026-08-08T22:14:32 DUE TO TIME LIMIT ***
6884	apex_eval_survival_utility_controller_v4b_rankgroup_speed_lr	TIME_LIMIT	slurm_logs/evaluation_jobs/apex_eval_survival_utility_controller_v4b_rankgroup_speed_lr_6884.err		[2026-08-09T22:14:41.005] error: *** JOB 6884 ON ip-10-4-254-219 CANCELLED AT 2026-08-09T22:14:41 DUE TO TIME LIMIT ***
6988	apex_eval_survival_utility_controller_v4_balanced__temp0p0__	MEMORY_OOM	slurm_logs/evaluation_jobs/apex_eval_survival_utility_controller_v4_balanced__temp0p0___6988.out		(EngineCore pid=1460378)   File "/fsx/jmanvi/Internship_project/.venv/lib/python3.11/site-packages/vllm/v1/worker/gpu_worker.py", line 392, in determine_available_memory
6989	apex_eval_survival_utility_controller_v4_balanced__temp0p0__	MEMORY_OOM	slurm_logs/evaluation_jobs/apex_eval_survival_utility_controller_v4_balanced__temp0p0___6989.out		(EngineCore pid=894522)   File "/fsx/jmanvi/Internship_project/.venv/lib/python3.11/site-packages/vllm/v1/worker/gpu_worker.py", line 392, in determine_available_memory
6990	apex_eval_survival_utility_controller_v4_balanced__temp0p0__	MEMORY_OOM	slurm_logs/evaluation_jobs/apex_eval_survival_utility_controller_v4_balanced__temp0p0___6990.out		(EngineCore pid=182855)   File "/fsx/jmanvi/Internship_project/.venv/lib/python3.11/site-packages/vllm/v1/worker/gpu_worker.py", line 392, in determine_available_memory
6991	apex_eval_survival_utility_controller_v4_balanced__temp0p1__	MEMORY_OOM	slurm_logs/evaluation_jobs/apex_eval_survival_utility_controller_v4_balanced__temp0p1___6991.out		(EngineCore pid=1152803)   File "/fsx/jmanvi/Internship_project/.venv/lib/python3.11/site-packages/vllm/v1/worker/gpu_worker.py", line 392, in determine_available_memory
6992	apex_eval_survival_utility_controller_v4_balanced__temp0p1__	MEMORY_OOM	slurm_logs/evaluation_jobs/apex_eval_survival_utility_controller_v4_balanced__temp0p1___6992.out		(EngineCore pid=4025884)   File "/fsx/jmanvi/Internship_project/.venv/lib/python3.11/site-packages/vllm/v1/worker/gpu_worker.py", line 392, in determine_available_memory
6993	apex_eval_survival_utility_controller_v4_balanced__temp0p1__	MEMORY_OOM	slurm_logs/evaluation_jobs/apex_eval_survival_utility_controller_v4_balanced__temp0p1___6993.out		(EngineCore pid=1863955) ERROR 08-09 22:49:36 [core.py:1140]   File "/fsx/jmanvi/Internship_project/.venv/lib/python3.11/site-packages/vllm/v1/executor/abstract.py", line 147, in determine_available_memory
6994	apex_eval_survival_utility_controller_v4_balanced__temp0p5__	MEMORY_OOM	slurm_logs/evaluation_jobs/apex_eval_survival_utility_controller_v4_balanced__temp0p5___6994.out		(EngineCore pid=4030117) ERROR 08-09 22:50:23 [core.py:1140]   File "/fsx/jmanvi/Internship_project/.venv/lib/python3.11/site-packages/vllm/v1/executor/abstract.py", line 147, in determine_available_memory
6995	apex_eval_survival_utility_controller_v4_balanced__temp0p5__	MEMORY_OOM	slurm_logs/evaluation_jobs/apex_eval_survival_utility_controller_v4_balanced__temp0p5___6995.out		(EngineCore pid=1156858) ERROR 08-09 22:50:32 [core.py:1140]   File "/fsx/jmanvi/Internship_project/.venv/lib/python3.11/site-packages/vllm/v1/executor/abstract.py", line 147, in determine_available_memory
6996	apex_eval_survival_utility_controller_v4_balanced__temp0p5__	MEMORY_OOM	slurm_logs/evaluation_jobs/apex_eval_survival_utility_controller_v4_balanced__temp0p5___6996.out		(EngineCore pid=99344)   File "/fsx/jmanvi/Internship_project/.venv/lib/python3.11/site-packages/vllm/v1/executor/abstract.py", line 147, in determine_available_memory
6997	apex_eval_survival_utility_controller_v4_efficient__temp0p0_	MEMORY_OOM	slurm_logs/evaluation_jobs/apex_eval_survival_utility_controller_v4_efficient__temp0p0__6997.out		(EngineCore pid=1464687) ERROR 08-09 22:50:36 [core.py:1140]   File "/fsx/jmanvi/Internship_project/.venv/lib/python3.11/site-packages/vllm/v1/executor/abstract.py", line 147, in determine_available_memory
6998	apex_eval_survival_utility_controller_v4_efficient__temp0p0_	MEMORY_OOM	slurm_logs/evaluation_jobs/apex_eval_survival_utility_controller_v4_efficient__temp0p0__6998.out		(EngineCore pid=187187) ERROR 08-09 22:50:59 [core.py:1140]   File "/fsx/jmanvi/Internship_project/.venv/lib/python3.11/site-packages/vllm/v1/executor/abstract.py", line 147, in determine_available_memory
6999	apex_eval_survival_utility_controller_v4_efficient__temp0p0_	MEMORY_OOM	slurm_logs/evaluation_jobs/apex_eval_survival_utility_controller_v4_efficient__temp0p0__6999.out		(EngineCore pid=898656)   File "/fsx/jmanvi/Internship_project/.venv/lib/python3.11/site-packages/vllm/v1/worker/gpu_worker.py", line 392, in determine_available_memory
7000	apex_eval_survival_utility_controller_v4_efficient__temp0p1_	MEMORY_OOM	slurm_logs/evaluation_jobs/apex_eval_survival_utility_controller_v4_efficient__temp0p1__7000.out		(EngineCore pid=1867995) ERROR 08-09 22:51:56 [core.py:1140]   File "/fsx/jmanvi/Internship_project/.venv/lib/python3.11/site-packages/vllm/v1/executor/abstract.py", line 147, in determine_available_memory
7001	apex_eval_survival_utility_controller_v4_efficient__temp0p1_	MEMORY_OOM	slurm_logs/evaluation_jobs/apex_eval_survival_utility_controller_v4_efficient__temp0p1__7001.out		(EngineCore pid=4034329) ERROR 08-09 22:52:53 [core.py:1140]   File "/fsx/jmanvi/Internship_project/.venv/lib/python3.11/site-packages/vllm/v1/executor/abstract.py", line 147, in determine_available_memory
7002	apex_eval_survival_utility_controller_v4_efficient__temp0p1_	MEMORY_OOM	slurm_logs/evaluation_jobs/apex_eval_survival_utility_controller_v4_efficient__temp0p1__7002.out		(EngineCore pid=1160951) ERROR 08-09 22:53:05 [core.py:1140]   File "/fsx/jmanvi/Internship_project/.venv/lib/python3.11/site-packages/vllm/v1/executor/abstract.py", line 147, in determine_available_memory
7003	apex_eval_survival_utility_controller_v4_efficient__temp0p5_	MEMORY_OOM	slurm_logs/evaluation_jobs/apex_eval_survival_utility_controller_v4_efficient__temp0p5__7003.out		(EngineCore pid=1469046) ERROR 08-09 22:53:20 [core.py:1140]   File "/fsx/jmanvi/Internship_project/.venv/lib/python3.11/site-packages/vllm/v1/executor/abstract.py", line 147, in determine_available_memory
7004	apex_eval_survival_utility_controller_v4_efficient__temp0p5_	MEMORY_OOM	slurm_logs/evaluation_jobs/apex_eval_survival_utility_controller_v4_efficient__temp0p5__7004.out		(EngineCore pid=191399) ERROR 08-09 22:52:55 [core.py:1140]   File "/fsx/jmanvi/Internship_project/.venv/lib/python3.11/site-packages/vllm/v1/executor/abstract.py", line 147, in determine_available_memory
7005	apex_eval_survival_utility_controller_v4_efficient__temp0p5_	MEMORY_OOM	slurm_logs/evaluation_jobs/apex_eval_survival_utility_controller_v4_efficient__temp0p5__7005.out		(EngineCore pid=103424) ERROR 08-09 22:52:46 [core.py:1140]   File "/fsx/jmanvi/Internship_project/.venv/lib/python3.11/site-packages/vllm/v1/executor/abstract.py", line 147, in determine_available_memory
6979	apex_eval_survival_utility_controller_v4_speed_first__temp0p	MEMORY_OOM	slurm_logs/evaluation_jobs/apex_eval_survival_utility_controller_v4_speed_first__temp0p_6979.out		(EngineCore pid=1855899) ERROR 08-09 22:44:57 [core.py:1140]   File "/fsx/jmanvi/Internship_project/.venv/lib/python3.11/site-packages/vllm/v1/executor/abstract.py", line 147, in determine_available_memory
6980	apex_eval_survival_utility_controller_v4_speed_first__temp0p	MEMORY_OOM	slurm_logs/evaluation_jobs/apex_eval_survival_utility_controller_v4_speed_first__temp0p_6980.out		(EngineCore pid=91080) ERROR 08-09 22:45:16 [core.py:1140]   File "/fsx/jmanvi/Internship_project/.venv/lib/python3.11/site-packages/vllm/v1/executor/abstract.py", line 147, in determine_available_memory
6981	apex_eval_survival_utility_controller_v4_speed_first__temp0p	MEMORY_OOM	slurm_logs/evaluation_jobs/apex_eval_survival_utility_controller_v4_speed_first__temp0p_6981.out		(EngineCore pid=890530) ERROR 08-09 22:44:52 [core.py:1140]   File "/fsx/jmanvi/Internship_project/.venv/lib/python3.11/site-packages/vllm/v1/executor/abstract.py", line 147, in determine_available_memory
6982	apex_eval_survival_utility_controller_v4_speed_first__temp0p	MEMORY_OOM	slurm_logs/evaluation_jobs/apex_eval_survival_utility_controller_v4_speed_first__temp0p_6982.out		(EngineCore pid=176597) ERROR 08-09 22:45:34 [core.py:1140]   File "/fsx/jmanvi/Internship_project/.venv/lib/python3.11/site-packages/vllm/v1/executor/abstract.py", line 147, in determine_available_memory
6983	apex_eval_survival_utility_controller_v4_speed_first__temp0p	MEMORY_OOM	slurm_logs/evaluation_jobs/apex_eval_survival_utility_controller_v4_speed_first__temp0p_6983.out		(EngineCore pid=4021112) ERROR 08-09 22:45:10 [core.py:1140]   File "/fsx/jmanvi/Internship_project/.venv/lib/python3.11/site-packages/vllm/v1/executor/abstract.py", line 147, in determine_available_memory
6984	apex_eval_survival_utility_controller_v4_speed_first__temp0p	MEMORY_OOM	slurm_logs/evaluation_jobs/apex_eval_survival_utility_controller_v4_speed_first__temp0p_6984.out		(EngineCore pid=1454209) ERROR 08-09 22:45:03 [core.py:1140]   File "/fsx/jmanvi/Internship_project/.venv/lib/python3.11/site-packages/vllm/v1/executor/abstract.py", line 147, in determine_available_memory
6985	apex_eval_survival_utility_controller_v4_speed_first__temp0p	MEMORY_OOM	slurm_logs/evaluation_jobs/apex_eval_survival_utility_controller_v4_speed_first__temp0p_6985.out		(EngineCore pid=1147249) ERROR 08-09 22:45:34 [core.py:1140]   File "/fsx/jmanvi/Internship_project/.venv/lib/python3.11/site-packages/vllm/v1/executor/abstract.py", line 147, in determine_available_memory
6986	apex_eval_survival_utility_controller_v4_speed_first__temp0p	MEMORY_OOM	slurm_logs/evaluation_jobs/apex_eval_survival_utility_controller_v4_speed_first__temp0p_6986.out		(EngineCore pid=1859910) ERROR 08-09 22:47:23 [core.py:1140]   File "/fsx/jmanvi/Internship_project/.venv/lib/python3.11/site-packages/vllm/v1/executor/abstract.py", line 147, in determine_available_memory
6987	apex_eval_survival_utility_controller_v4_speed_first__temp0p	MEMORY_OOM	slurm_logs/evaluation_jobs/apex_eval_survival_utility_controller_v4_speed_first__temp0p_6987.out		(EngineCore pid=95259)   File "/fsx/jmanvi/Internship_project/.venv/lib/python3.11/site-packages/vllm/v1/executor/abstract.py", line 147, in determine_available_memory
6887	apex_eval_survival_utility_controller_v4b_rankgroup_speed_lr	MEMORY_OOM	slurm_logs/evaluation_jobs/apex_eval_survival_utility_controller_v4b_rankgroup_speed_lr_6887.out		(EngineCore pid=3191996) ERROR 08-09 19:28:36 [core.py:1140]   File "/fsx/jmanvi/Internship_project/.venv/lib/python3.11/site-packages/vllm/v1/worker/utils.py", line 413, in request_memory
6888	apex_eval_survival_utility_controller_v4b_rankgroup_speed_lr	MEMORY_OOM	slurm_logs/evaluation_jobs/apex_eval_survival_utility_controller_v4b_rankgroup_speed_lr_6888.out		ERROR 08-09 19:28:38 [core.py:1140]   File "/fsx/jmanvi/Internship_project/.venv/lib/python3.11/site-packages/vllm/v1/worker/utils.py", line 413, in request_memory
6889	apex_eval_survival_utility_controller_v4b_rankgroup_speed_lr	MEMORY_OOM	slurm_logs/evaluation_jobs/apex_eval_survival_utility_controller_v4b_rankgroup_speed_lr_6889.out		(EngineCore pid=3195320) ERROR 08-09 19:29:44 [core.py:1140]   File "/fsx/jmanvi/Internship_project/.venv/lib/python3.11/site-packages/vllm/v1/worker/utils.py", line 413, in request_memory
6890	apex_eval_survival_utility_controller_v4b_rankgroup_speed_lr	MEMORY_OOM	slurm_logs/evaluation_jobs/apex_eval_survival_utility_controller_v4b_rankgroup_speed_lr_6890.out		(EngineCore pid=3608775) ERROR 08-09 19:29:53 [core.py:1140]   File "/fsx/jmanvi/Internship_project/.venv/lib/python3.11/site-packages/vllm/v1/worker/utils.py", line 413, in request_memory
6891	apex_eval_survival_utility_controller_v4b_rankgroup_speed_lr	MEMORY_OOM	slurm_logs/evaluation_jobs/apex_eval_survival_utility_controller_v4b_rankgroup_speed_lr_6891.out		(EngineCore pid=3198711) ERROR 08-09 19:30:43 [core.py:1140]   File "/fsx/jmanvi/Internship_project/.venv/lib/python3.11/site-packages/vllm/v1/worker/utils.py", line 413, in request_memory
6892	apex_eval_survival_utility_controller_v4b_rankgroup_speed_lr	MEMORY_OOM	slurm_logs/evaluation_jobs/apex_eval_survival_utility_controller_v4b_rankgroup_speed_lr_6892.out		(EngineCore pid=3626407) ERROR 08-09 19:30:57 [core.py:1140]   File "/fsx/jmanvi/Internship_project/.venv/lib/python3.11/site-packages/vllm/v1/worker/utils.py", line 413, in request_memory
7007	apex_eval_survival_utility_controller_v4b_rankgroup_speed_lr	MEMORY_OOM	slurm_logs/evaluation_jobs/apex_eval_survival_utility_controller_v4b_rankgroup_speed_lr_7007.out		ineCore pid=1873332)   File "/fsx/jmanvi/Internship_project/.venv/lib/python3.11/site-packages/vllm/v1/worker/gpu_worker.py", line 392, in determine_available_memory
7008	apex_eval_survival_utility_controller_v4b_rankgroup_speed_lr	MEMORY_OOM	slurm_logs/evaluation_jobs/apex_eval_survival_utility_controller_v4b_rankgroup_speed_lr_7008.out		(EngineCore pid=106212)   File "/fsx/jmanvi/Internship_project/.venv/lib/python3.11/site-packages/vllm/v1/executor/abstract.py", line 147, in determine_available_memory
7009	apex_eval_survival_utility_controller_v4b_rankgroup_speed_lr	MEMORY_OOM	slurm_logs/evaluation_jobs/apex_eval_survival_utility_controller_v4b_rankgroup_speed_lr_7009.out		(EngineCore pid=4038425) ERROR 08-09 22:55:13 [core.py:1140]   File "/fsx/jmanvi/Internship_project/.venv/lib/python3.11/site-packages/vllm/v1/executor/abstract.py", line 147, in determine_available_memory
7010	apex_eval_survival_utility_controller_v4b_rankgroup_speed_lr	MEMORY_OOM	slurm_logs/evaluation_jobs/apex_eval_survival_utility_controller_v4b_rankgroup_speed_lr_7010.out		(EngineCore pid=195394)   File "/fsx/jmanvi/Internship_project/.venv/lib/python3.11/site-packages/vllm/v1/worker/gpu_worker.py", line 392, in determine_available_memory
7011	apex_eval_survival_utility_controller_v4b_rankgroup_speed_lr	MEMORY_OOM	slurm_logs/evaluation_jobs/apex_eval_survival_utility_controller_v4b_rankgroup_speed_lr_7011.out		(EngineCore pid=1164823)   File "/fsx/jmanvi/Internship_project/.venv/lib/python3.11/site-packages/vllm/v1/executor/abstract.py", line 147, in determine_available_memory
7012	apex_eval_survival_utility_controller_v4b_rankgroup_speed_lr	MEMORY_OOM	slurm_logs/evaluation_jobs/apex_eval_survival_utility_controller_v4b_rankgroup_speed_lr_7012.out		(EngineCore pid=1473358) ERROR 08-09 22:55:47 [core.py:1140]   File "/fsx/jmanvi/Internship_project/.venv/lib/python3.11/site-packages/vllm/v1/executor/abstract.py", line 147, in determine_available_memory
7013	apex_eval_survival_utility_controller_v4b_rankgroup_speed_lr	MEMORY_OOM	slurm_logs/evaluation_jobs/apex_eval_survival_utility_controller_v4b_rankgroup_speed_lr_7013.out		(EngineCore pid=902768)   File "/fsx/jmanvi/Internship_project/.venv/lib/python3.11/site-packages/vllm/v1/executor/abstract.py", line 147, in determine_available_memory
7014	apex_eval_survival_utility_controller_v4b_rankgroup_speed_lr	MEMORY_OOM	slurm_logs/evaluation_jobs/apex_eval_survival_utility_controller_v4b_rankgroup_speed_lr_7014.out		(EngineCore pid=1877241) ERROR 08-09 22:56:09 [core.py:1140]   File "/fsx/jmanvi/Internship_project/.venv/lib/python3.11/site-packages/vllm/v1/executor/abstract.py", line 147, in determine_available_memory
7006	apex_eval_survival_utility_controller_v4b_rankgroup_speed_lr	OTHER_ERROR	slurm_logs/evaluation_jobs/apex_eval_survival_utility_controller_v4b_rankgroup_speed_lr_7006.out		[worker failed] pool=slow_fast method=ngram_sd gpu=3: HfHubHTTPError: (Request ID: Root=1-6a7904bb-15d2f43f0300f9c552498991;75fa247c-e547-455c-a2be-86ee54c2b642)
